WISEID,Answer,KIScore
151221,Because the sun is hiting the green house.It also hities the earth.,2
151222,In my opinion i think it is the atmosphere because,2
151212,I chose atmosphere because it shows the energy from the sun shining off the earth's atmosphere and bouncing of it.,3
151205,the radiation from the sun bounces off of the earth like the sun bounces off of the green house.,3
151216,The sun is going through the windows and the sun is going to the plants transfering energy to the plants.,3
151203,when its hot that means earth is not letting the energy go and if earth did then that is why it is hot,2
151215,There is always lots of lights in green houses so thats like the sun being there.,2
151223,Both the glass and atmosphere have sun passing through it.,2
151208,In the picture the atmosphere is like the glass because it  suck in   the heat.,2
151202,because the atmosphere looks like glass in the picture.,2
151206,The atmosphere keeps the heat in the earth like a green house.,3
151210,nose,1
151226,The sun is giving the energy to the plants in the green house.,3
151211,I think the because we are on earth,2
151220,"The Earth's gravity pulls the heat in and keeps it there, like the greenhouse.",2
151231,sun reflects on the glass to the plants,2
151207,I think its that because the atmospere has a line  and the heat was bouncing of the atmospere,2
151229,The sun is shing at the glass,2
151192,"In both pictures, you can see the rays of sunlight penetrating the glass.",3
151188,The atmosphere is like the glass panels because it traps the sun and keeps it here down on earth.,3
151178,"I would say the atmosphere because that is where the heat comes in, and where it comes out.",3
150915,The answers beside Earth are not similar looking to a greenhouse.,2
151199,the sun because it has reflected   the glass in  to a layer which has created,2
151191,the atmosphere is like a glass.,2
151196,the sun goez through glass,2
151200,I think this because the sun is heating the earth.,2
151165,I chose this  the sun because the sun  has  a lot of  energy .,3
150921,"In both pictures there is something stopping the heat from escaping. In picture A, it's the glass panels. In B, it's the atmosphere.",3
151194,i dont know,1
150922,the atmosphere is magnifying the light from the sun,3
150917,The atmosphere is the outer ring of the earth. So in the picture showed the light bouncing off a  ring outside of the earth so I took a guess that it is the atmosphere.,3
151176,it is between the sun and the plants.,2
151198,it is the outer layer of earth.,2
151174,i think it is the sun becaues there are arrows going through the green house,2
150918,"I chose this answer because the sun's rays hit Earth, and then the heat rises.",3
151190,the atmosphere is the same as the outside becasue both are clear,2
151181,I chose sun because it directly facing the grass,2
151201,the sun decreases,2
150916,the earth looks and works like an glass of the greenhouse. The greenhouse is the is the crust and the class is the lavas.,2
151179,Sun because the sun is shining through the glass,2
151225,i don't now,1
150909,Because you can see the yellow reflecting on it.,2
150902,I chose the sun because the sun is going into the glass and is hitting the plants.,2
150900,"Because the atmosphere is like a window, invisible(sort of) and let's out heat.",2
150910,Because the glass makes the sun to be attracted to the house.,2
150919,decause the sun is aming for the erth and the erath is poling to it.,2
150899,I picked the Atmosphere because the Atmosphere acts like glass because it traps heat.,3
150905,The glass in the greenhouse is like the atmosphere because they both let heat into something and they both can bounce heat off of it.,3
151216,Because the atmosphere is what is making the sun inpact on the glass.,2
151208,I think the atmosphere because the sun's energy reflects off the atmosphere into the earth's core.,3
151225,the sun shines on the glass,2
151229,the sun is shining on the plant inside,2
150917,The atmosphere at a clear force field around the earth to keep in the air. It also helps keep in the heat from the sun.,3
151190,the sun is facing the windows you can  even see the sun.,2
150921,The atmosphere keeps the heat in just like the glass keeps the heat in.,3
151176,They each have the sun going through them and they heat up the sun rays.,3
150918,"I chose this answer because  the atmosphere surrounds the sun, and is all around the sun. The sun's heat cannot escape from the atmosphere, similar to the glass of a greenhouse not being able to let the sun's heat escape from the greenhouse.",3
151179,Because just like the sun  is going through the glass it is going through the Atmosphere,2
151177,I think its that because heat is going through the glass.,2
151174,the sun is like the glass because it is going to earth and bouncing off,2
151200,I chose the earth because that is what the sun light is hitting.,3
151196,Its sun because you can see the sun shine down on the green house.,2
150907,The Atmosphere has a green house effect on the earth because the sunlight is coming through the A. like the glass on a green house and the green house glass is letting some sun out while the rest is staying in.,4
